index,_id_x,auction_location,auction_time,city_url,date_of_auction,date_of_scraping,deposit,law_firm,listing_url,principal_amount,principal_date,property_address,_id_y,bathrooms,bedrooms,lat,lgn,region_name,unique_id,zcity,zestimate,zpid,zstate,zstreet_address,zzip,days_from_principal_date,estimated_principal,estimated_equity
198,5cb0ea11737ae134b821ef55,"4100 Chain Bridge Road, Fairfax, MD 20772",9:30 AM,http://classified.washingtontimes.com/category/358/Foreclosure-Sales-FFX-Cty/2.html,4/8/2019,42:09.7,"$11,000","ALG Trustee, LLC, http://www.orlans.com",http://classified.washingtontimes.com/category/358/Foreclosure-Sales-FFX-Cty/listings/93715/00024594.html,"$232,000",2/28/2003,13303,5cb0ecb2737ae134b821f0c9,1,3,43.310268,-75.405065,Western,5cb0ea11737ae134b821ef55,Ava,"$252,673",31614642,NY,6 Lake View Dr LOT 13303,13303,5887,"$107,271","-$145,402"
249,5cb0eac3737ae134b821ef88,"4100 Chain Bridge Road, Fairfax, MD 20772",11:45 AM,http://classified.washingtontimes.com/category/358/Foreclosure-Sales-FFX-Cty/7.html,4/26/2019,45:07.0,"$11,000","ALG Trustee, LLC, http://www.orlans.com",http://classified.washingtontimes.com/category/358/Foreclosure-Sales-FFX-Cty/listings/95361/00026060.html,"$232,000",2/28/2003,13303,5cb0ecc0737ae134b821f0fc,1,3,43.310268,-75.405065,Western,5cb0eac3737ae134b821ef88,Ava,"$252,673",31614642,NY,6 Lake View Dr LOT 13303,13303,5887,"$107,271","-$145,402"
204,5cb0ea26737ae134b821ef5b,"4100 Chain Bridge Road, Fairfax, MD 20772",9:00 AM,http://classified.washingtontimes.com/category/358/Foreclosure-Sales-FFX-Cty/2.html,4/12/6137,42:30.7,"$23,200","BWW Law Group, LLC, http://www.bwwsales.com",http://classified.washingtontimes.com/category/358/Foreclosure-Sales-FFX-Cty/listings/94485/00025467.html,"$232,000",4/20/2006,"6137 leesburg pike apt 409, falls church, va 22041",5cb0ecb4737ae134b821f0cf,1,1,38.859874,-77.147121,Falls Church,5cb0ea26737ae134b821ef5b,Falls Church,"$146,169",51849114,VA,6137 Leesburg Pike APT 409,22041,4740,"$131,573","-$14,596"
135,5cb0e933737ae134b821ef16,"9311 Lee Ave, Manassas, VA 20110",9:00 AM,http://classified.washingtontimes.com/category/394/Foreclosure-Sales-PW-Cty/7.html,4/12/9311,38:27.2,"$23,250","BWW Law Group, LLC, http://www.bwwsales.com",http://classified.washingtontimes.com/category/394/Foreclosure-Sales-PW-Cty/listings/94932/00025468.html,"$232,500",9/18/1953,17465,5cb0eca1737ae134b821f08a,0,0,43.1008,-75.233,Utica,5cb0e933737ae134b821ef16,Utica,"$241,267",247727753,NY,13505 E 2nd,13505,23947,"-$275,964","-$517,231"
222,5cb0ea63737ae134b821ef6d,"4100 Chain Bridge Road, Fairfax, MD 20772",1:00 PM,http://classified.washingtontimes.com/category/358/Foreclosure-Sales-FFX-Cty/4.html,5/6/2019,43:31.9,"$20,000","Samuel I. White, PC, Law Firm, http://www.siwpc.com",http://classified.washingtontimes.com/category/358/Foreclosure-Sales-FFX-Cty/listings/95297/00026349.html,"$236,250",8/16/2005,11730,5cb0ecb9737ae134b821f0e1,0,0,40.7322,-73.1834,East Islip,5cb0ea63737ae134b821ef6d,East Islip,"$19,580",212382506,NY,11730 Sunset Ln,11730,4987,"$128,654","$109,074"
105,5cb0e8cd737ae134b821eef8,"9311 Lee Ave, Manassas, VA 20110",11:30 AM,http://classified.washingtontimes.com/category/394/Foreclosure-Sales-PW-Cty/4.html,4/12/9311,36:45.4,"$20,000","Samuel I. White, PC, Law Firm, http://www.siwpc.com",http://classified.washingtontimes.com/category/394/Foreclosure-Sales-PW-Cty/listings/94549/00025626.html,"$236,724",1/16/2010,10331,5cb0ec99737ae134b821f06c,3,4,38.542431,-77.325428,Triangle,5cb0e8cd737ae134b821eef8,Triangle,"$446,602",61213308,VA,3781 Katie Pl,22172,3373,"$163,804","-$282,798"
224,5cb0ea6a737ae134b821ef6f,"4100 Chain Bridge Road, Fairfax, MD 20772",1:00 PM,http://classified.washingtontimes.com/category/358/Foreclosure-Sales-FFX-Cty/4.html,4/21/2019,43:38.8,"$20,000","Samuel I. White, PC, Law Firm, http://www.siwpc.com",http://classified.washingtontimes.com/category/358/Foreclosure-Sales-FFX-Cty/listings/94276/00025236.html,"$243,321",9/28/2006,"9848 palace green way, vienna, va 22181",5cb0ecba737ae134b821f0e3,4.5,4,38.88271,-77.284981,Vienna,5cb0ea6a737ae134b821ef6f,Vienna,"$962,290",51803025,VA,9848 Palace Green Way,22181,4579,"$141,571","-$820,719"
253,5cb0ead1737ae134b821ef8c,"4100 Chain Bridge Road, Fairfax, MD 20772",1:00 PM,http://classified.washingtontimes.com/category/358/Foreclosure-Sales-FFX-Cty/7.html,4/1/2019,45:21.8,"$20,000","Samuel I. White, PC, Law Firm, http://www.siwpc.com",http://classified.washingtontimes.com/category/358/Foreclosure-Sales-FFX-Cty/listings/94093/00025103.html,"$254,000",1/16/2004,"7822 ashley glen road, annandale, va 22003",5cb0ecc1737ae134b821f100,4,4,38.839102,-77.215295,Annandale,5cb0ead1737ae134b821ef8c,Annandale,"$498,846",51842556,VA,7822 Ashley Glen Rd,22003,5565,"$124,912","-$373,934"
4,5cb0e770737ae134b821ee93,"18 E Market St, Leesburg, VA 20176",9:30 AM,http://classified.washingtontimes.com/category/354/Foreclosure-Sales-ALEX-Cty.html,5/7/2019,30:56.1,"$25,463","BWW Law Group, LLC, http://www.bwwsales.com",http://classified.washingtontimes.com/category/354/Foreclosure-Sales-ALEX-Cty/listings/94876/00025804.html,"$254,628",6/21/2005,44465,5cb0ec7e737ae134b821f007,1,0,38.836452,-77.07937,North Ridge-Rosemont,5cb0e770737ae134b821ee93,Alexandria,"$321,055",192143023,VA,3407 Valley Dr # 701,22302,5043,"$137,360","-$183,695"
143,5cb0e94e737ae134b821ef1e,"200 Charles St, La Plata, MD 20646",1:30 PM,http://classified.washingtontimes.com/category/393/Foreclosure-Sales-Charles-Cty.html,4/9/2019,38:54.4,"$24,000","Mid-Atlantic Auctioneers, http://www.mid-atlanticauctioneers.com",http://classified.washingtontimes.com/category/393/Foreclosure-Sales-Charles-Cty/listings/94548/00025155.html,"$255,272",5/28/2015,improved real property 12244,5cb0eca3737ae134b821f092,3,4,38.700141,-77.403583,Manassas,5cb0e94e737ae134b821ef1e,Manassas,"$548,076",52005755,VA,6650 Deep Hollow Ln,20112,1415,"$222,285","-$325,791"
89,5cb0e895737ae134b821eee8,"9311 Lee Ave, Manassas, VA 20110",9:00 AM,http://classified.washingtontimes.com/category/394/Foreclosure-Sales-PW-Cty/2.html,4/12/9311,35:49.6,"$25,600","BWW Law Group, LLC, http://www.bwwsales.com",http://classified.washingtontimes.com/category/394/Foreclosure-Sales-PW-Cty/listings/95282/00026338.html,"$256,000",8/3/2005,16193,5cb0ec94737ae134b821f05c,0,0,41.8196,-74.2371,Rochester,5cb0e895737ae134b821eee8,Accord,"$40,608",249519807,NY,12404 12404,12404,5000,"$139,105","$98,497"
126,5cb0e914737ae134b821ef0d,"9311 Lee Ave, Manassas, VA 20110",3:00 PM,http://classified.washingtontimes.com/category/394/Foreclosure-Sales-PW-Cty/6.html,4/12/9311,37:56.6,$0,"RAS Trustee Services, LLC, 4012 Raintree Road, Suite 100A, Chesapeake, Virginia 23321",http://classified.washingtontimes.com/category/394/Foreclosure-Sales-PW-Cty/listings/94125/00025127.html,"$257,416",4/12/1950,sal 17132,5cb0ec9e737ae134b821f081,0,0,40.1092,-77.7953,Metal,5cb0e914737ae134b821ef0d,Willow Hill,0,81900619,PA,17271 Mayfield,17271,25202,"-$335,040",0
114,5cb0e8ec737ae134b821ef01,"9311 Lee Ave, Manassas, VA 20110",11:30 AM,http://classified.washingtontimes.com/category/394/Foreclosure-Sales-PW-Cty/5.html,4/12/9311,37:16.1,"$20,000","Samuel I. White, PC, Law Firm, http://www.siwpc.com",http://classified.washingtontimes.com/category/394/Foreclosure-Sales-PW-Cty/listings/94076/00025078.html,"$260,261",4/3/2008,"4145 bassett court, dumfries, va 22026",5cb0ec9b737ae134b821f075,3,3,38.565807,-77.335656,Dumfries,5cb0e8ec737ae134b821ef01,Dumfries,"$311,571",12470019,VA,4145 Bassett Ct,22026,4026,"$164,571","-$147,000"
187,5cb0e9eb737ae134b821ef4a,"345 Main Street, Montgomery, MD",11:00 AM,http://classified.washingtontimes.com/category/359/Foreclosure-Sales-Mont-Cty.html,4/24/2019,41:31.8,"$38,000","Mid-Atlantic Auctioneers, http://www.mid-atlanticauctioneers.com",http://classified.washingtontimes.com/category/359/Foreclosure-Sales-Mont-Cty/listings/95202/00025410.html,"$262,000",6/8/2007,"improved real property 3000 mozart drive silver spring, md 20904",5cb0ecb0737ae134b821f0be,3,4,38.700141,-77.403583,Manassas,5cb0e9eb737ae134b821ef4a,Manassas,"$548,076",52005755,VA,6650 Deep Hollow Ln,20112,4326,"$158,492","-$389,584"
278,5cb0eb29737ae134b821efa5,"4100 Chain Bridge Road, Fairfax, MD 20772",1:00 PM,http://classified.washingtontimes.com/category/358/Foreclosure-Sales-FFX-Cty/10.html,4/8/2019,46:49.2,"$20,000","Samuel I. White, PC, Law Firm, http://www.siwpc.com",http://classified.washingtontimes.com/category/358/Foreclosure-Sales-FFX-Cty/listings/94428/00025461.html,"$265,567",8/25/2010,"6000 amherst avenue, springfield, va 22150",5cb0ecc8737ae134b821f119,2,3,38.789045,-77.187649,Springfield,5cb0eb29737ae134b821efa5,Springfield,"$459,438",51912391,VA,6000 Amherst Ave,22150,3152,"$189,123","-$270,315"
357,5cb0ec47737ae134b821eff4,"5335 Wisconsin Ave NW #440, Washington, DC 20015",11:00 AM,http://classified.washingtontimes.com/category/357/Foreclosure-Sales-DC/8.html,4/12/5335,51:35.8,$0,"MDC Auctioneers, LLC, http://www.mid-atlanticauctioneers.com",http://classified.washingtontimes.com/category/357/Foreclosure-Sales-DC/listings/93653/00024577.html,"$270,000",10/26/2006,"judicial   real property 2008 r street nw, washington, dc 20009",5cb0ecde737ae134b821f168,4,5,38.834996,-77.18124,Annandale,5cb0ec47737ae134b821eff4,Annandale,"$762,263",51847860,VA,4110 Cottage Ln,22003,4551,"$157,784","-$604,479"
35,5cb0e7d9737ae134b821eeb2,"18 E Market St, Leesburg, VA 20176",9:30 AM,http://classified.washingtontimes.com/category/405/Forclosure-Sales-VA/3.html,4/16/2019,32:41.7,"$27,200","BWW Law Group, LLC, http://www.bwwsales.com",http://classified.washingtontimes.com/category/405/Forclosure-Sales-VA/listings/94072/00025006.html,"$272,000",7/23/2007,19292,5cb0ec86737ae134b821f026,2.5,3,39.10595,-77.590081,Leesburg,5cb0e7d9737ae134b821eeb2,Leesburg,"$489,134",12415625,VA,912 Chancellor St SW,20175,4281,"$165,659","-$323,475"
53,5cb0e817737ae134b821eec4,"18 E Market St, Leesburg, VA 20176",3:45 PM,http://classified.washingtontimes.com/category/405/Forclosure-Sales-VA/5.html,4/9/2019,33:43.1,"$27,240","Terra Abstract Virginia, Inc., http://www.terraabstract.com",http://classified.washingtontimes.com/category/405/Forclosure-Sales-VA/listings/94370/00025255.html,"$272,400",11/26/2003,21747,5cb0ec8b737ae134b821f038,3,3,39.08747,-77.544772,Leesburg,5cb0e817737ae134b821eec4,Leesburg,"$434,664",12409815,VA,696 Mcleary Sq SE,20175,5616,"$132,692","-$301,972"
88,5cb0e891737ae134b821eee7,"4100 Chain Bridge Road, Fairfax, MD 20772",1:00 PM,http://classified.washingtontimes.com/category/394/Foreclosure-Sales-PW-Cty/2.html,4/1/2019,35:45.9,"$20,000","Samuel I. White, PC, Law Firm, http://www.siwpc.com",http://classified.washingtontimes.com/category/394/Foreclosure-Sales-PW-Cty/listings/94001/00024954.html,"$273,200",9/20/1996,12404,5cb0ec94737ae134b821f05b,0,0,41.8196,-74.2371,Rochester,5cb0e891737ae134b821eee7,Accord,"$40,608",249519807,NY,12404 12404,12404,8239,"$67,639","$27,031"
273,5cb0eb17737ae134b821efa0,"4100 Chain Bridge Road, Fairfax, MD 20772",1:00 PM,http://classified.washingtontimes.com/category/358/Foreclosure-Sales-FFX-Cty/9.html,3/25/2019,46:31.1,"$20,000","Samuel I. White, PC, Law Firm, http://www.siwpc.com",http://classified.washingtontimes.com/category/358/Foreclosure-Sales-FFX-Cty/listings/93904/00024890.html,"$277,874",4/12/2018,"6014 regents park road, centreville, va 20120",5cb0ecc7737ae134b821f114,1.5,3,38.842502,-77.456296,Centreville,5cb0eb17737ae134b821efa0,Centreville,"$301,236",51826829,VA,6014 Regents Park Rd,20120,365,"$268,612","-$32,624"
7,5cb0e77a737ae134b821ee96,"18 E Market St, Leesburg, VA 20176",9:30 AM,http://classified.washingtontimes.com/category/405/Forclosure-Sales-VA.html,4/15/2019,31:06.4,"$20,000","Rosenberg & Associates, http://www.rosenberg-assoc.com, Bethesda, Maryland, 301-907-8000",http://classified.washingtontimes.com/category/405/Forclosure-Sales-VA/listings/94470/00025218.html,"$278,629",2/16/2007,"114 catoctin circle, sw, leesburg, va 20175",5cb0ec7f737ae134b821f00a,3,3,39.108764,-77.570362,Leesburg,5cb0e77a737ae134b821ee96,Leesburg,"$274,835",12411673,VA,114 Catoctin Cir SW,20175,4438,"$165,702","-$109,133"
77,5cb0e86b737ae134b821eedc,"9311 Lee Ave, Manassas, VA 20110",9:00 AM,http://classified.washingtontimes.com/category/394/Foreclosure-Sales-PW-Cty.html,4/12/9311,35:07.1,"$28,126","BWW Law Group, LLC, http://www.bwwsales.com",http://classified.washingtontimes.com/category/394/Foreclosure-Sales-PW-Cty/listings/95243/00026234.html,"$281,260",10/20/2006,16023,5cb0ec91737ae134b821f050,1,1,40.783,-79.7589,Winfield,5cb0e86b737ae134b821eedc,Paradise,"$286,571",94709932,PA,2600 W Harmon Avenue # # 16023,16023,4557,"$164,210","-$122,361"
219,5cb0ea59737ae134b821ef6a,"4100 Chain Bridge Road, Fairfax, MD 20772",9:00 AM,http://classified.washingtontimes.com/category/358/Foreclosure-Sales-FFX-Cty/4.html,4/25/2019,43:21.8,"$28,200","BWW Law Group, LLC, http://www.bwwsales.com",http://classified.washingtontimes.com/category/358/Foreclosure-Sales-FFX-Cty/listings/94782/00025745.html,"$282,000",3/16/2007,"7314 ardglass drive, lorton, va 22079",5cb0ecb8737ae134b821f0de,2.5,4,38.712882,-77.19454,Lorton,5cb0ea59737ae134b821ef6a,Lorton,"$380,237",51989468,VA,7314 Ardglass Dr,22079,4410,"$168,427","-$211,810"
359,5cb0ec4f737ae134b821eff6,"5335 Wisconsin Ave NW #440, Washington, DC 20015",11:00 AM,http://classified.washingtontimes.com/category/357/Foreclosure-Sales-DC/8.html,4/12/5335,51:43.2,$0,"Tidewater, http://www.mid-atlanticauctioneers.com",http://classified.washingtontimes.com/category/357/Foreclosure-Sales-DC/listings/94934/00025826.html,"$282,400",1/17/2014,"foreclosure   improved real property 1354 euclid street nw, apt 401b washington, dc 20009",5cb0ecde737ae134b821f16a,4,5,38.834996,-77.18124,Annandale,5cb0ec4f737ae134b821eff6,Annandale,"$762,263",51847860,VA,4110 Cottage Ln,22003,1911,"$233,115","-$529,148"
232,5cb0ea86737ae134b821ef77,"4100 Chain Bridge Road, Fairfax, MD 20772",9:00 AM,http://classified.washingtontimes.com/category/358/Foreclosure-Sales-FFX-Cty/5.html,4/12/5448,44:06.9,"$28,475","BWW Law Group, LLC, http://www.bwwsales.com",http://classified.washingtontimes.com/category/358/Foreclosure-Sales-FFX-Cty/listings/94802/00025845.html,"$284,747",3/31/2016,"8299 crestmont circle, springfield, va 22153",5cb0ecbc737ae134b821f0eb,1,2,38.73149,-77.229613,Springfield,5cb0ea86737ae134b821ef77,Springfield,"$321,421",51968677,VA,8299 Crestmont Cir,22153,1107,"$255,960","-$65,461"
54,5cb0e81a737ae134b821eec5,"18 E Market St, Leesburg, VA 20176",9:30 AM,http://classified.washingtontimes.com/category/405/Forclosure-Sales-VA/5.html,5/14/2019,33:46.6,"$28,495","BWW Law Group, LLC, http://www.bwwsales.com",http://classified.washingtontimes.com/category/405/Forclosure-Sales-VA/listings/95144/00026012.html,"$284,950",7/12/1938,37615,5cb0ec8b737ae134b821f039,3,3,39.08747,-77.544772,Leesburg,5cb0e81a737ae134b821eec5,Leesburg,"$434,664",12409815,VA,696 Mcleary Sq SE,20175,29494,"-$482,567","-$917,231"
132,5cb0e928737ae134b821ef13,"9311 Lee Ave, Manassas, VA 20110",9:00 AM,http://classified.washingtontimes.com/category/394/Foreclosure-Sales-PW-Cty/6.html,4/12/9311,38:16.9,"$28,500","BWW Law Group, LLC, http://www.bwwsales.com",http://classified.washingtontimes.com/category/394/Foreclosure-Sales-PW-Cty/listings/95184/00025224.html,"$285,000",1/1/1900,"9272 caladium dr, manassas, va 20110",5cb0eca0737ae134b821f087,3,4,38.741717,-77.481829,Manassas,5cb0e928737ae134b821ef13,Manassas,"$317,031",192609962,VA,9272 Caladium Dr,20110,149749,"-$3,612,577","-$3,929,608"
131,5cb0e925737ae134b821ef12,"9311 Lee Ave, Manassas, VA 20110",10:00 AM,http://classified.washingtontimes.com/category/394/Foreclosure-Sales-PW-Cty/6.html,4/12/9311,38:13.6,"$28,597","Terra Abstract Virginia, Inc., http://www.terraabstract.com",http://classified.washingtontimes.com/category/394/Foreclosure-Sales-PW-Cty/listings/94665/00025604.html,"$285,972",5/24/2016,"8045 gracie drive, manassas, virginia 20112",5cb0eca0737ae134b821f086,2.5,3,38.655474,-77.448757,Manassas,5cb0e925737ae134b821ef12,Manassas,"$366,970",12484240,VA,8045 Gracie Dr,20112,1053,"$258,472","-$108,498"
120,5cb0e900737ae134b821ef07,"9311 Lee Ave, Manassas, VA 20110",9:00 AM,http://classified.washingtontimes.com/category/394/Foreclosure-Sales-PW-Cty/5.html,4/12/9311,37:36.4,"$28,800","BWW Law Group, LLC, http://www.bwwsales.com",http://classified.washingtontimes.com/category/394/Foreclosure-Sales-PW-Cty/listings/94614/00025516.html,"$288,000",10/12/2006,"367 moseby court, unit 90, manassas park, va 20111",5cb0ec9d737ae134b821f07b,2.5,3,38.778884,-77.468792,Manassas Park,5cb0e900737ae134b821ef07,Manassas Park,"$175,958",2108825231,VA,367 Moseby Ct # 90,20111,4565,"$167,934","-$8,024"
26,5cb0e7bb737ae134b821eea9,"18 E Market St, Leesburg, VA 20176",10:30 AM,http://classified.washingtontimes.com/category/405/Forclosure-Sales-VA/2.html,4/15/2019,32:11.1,"$20,000","Samuel I. White, PC, Law Firm, http://www.siwpc.com",http://classified.washingtontimes.com/category/405/Forclosure-Sales-VA/listings/94547/00025624.html,"$292,977",4/22/2013,45825,5cb0ec84737ae134b821f01d,3,3,38.994754,-77.398919,Sterling,5cb0e7bb737ae134b821eea9,Sterling,"$428,115",12384828,VA,500 S Garfield Rd,20164,2181,"$234,622","-$193,493"
102,5cb0e8c2737ae134b821eef5,"9311 Lee Ave, Manassas, VA 20110",10:00 AM,http://classified.washingtontimes.com/category/394/Foreclosure-Sales-PW-Cty/3.html,4/12/9311,36:34.5,"$29,358","Terra Abstract Virginia, Inc., http://www.terraabstract.com",http://classified.washingtontimes.com/category/394/Foreclosure-Sales-PW-Cty/listings/94035/00024914.html,"$293,584",7/19/2017,10309,5cb0ec98737ae134b821f069,0,0,40.5319,-74.2149,Prince's Bay,5cb0e8c2737ae134b821eef5,Staten Island,"$235,131",249880482,NY,10309 W County Road 5500,10309,632,"$276,639","$41,508"
31,5cb0e7cc737ae134b821eeae,"18 E Market St, Leesburg, VA 20176",9:30 AM,http://classified.washingtontimes.com/category/405/Forclosure-Sales-VA/3.html,4/9/2019,32:28.3,"$29,360","BWW Law Group, LLC, http://www.bwwsales.com",http://classified.washingtontimes.com/category/405/Forclosure-Sales-VA/listings/94068/00024959.html,"$293,600",8/28/2006,43203,5cb0ec85737ae134b821f022,2,3,39.972322,-82.968503,King-Lincoln-Bronzeville,5cb0e7cc737ae134b821eeae,Columbus,"$164,768",2099024606,OH,43203 Zip N Monroe Ave,43203,4610,"$169,993","$5,225"
142,5cb0e94a737ae134b821ef1d,"200 Charles St, La Plata, MD 20646",1:30 PM,http://classified.washingtontimes.com/category/393/Foreclosure-Sales-Charles-Cty.html,6/27/2019,38:50.9,"$31,000","Mid-Atlantic Auctioneers, http://www.mid-atlanticauctioneers.com",http://classified.washingtontimes.com/category/393/Foreclosure-Sales-Charles-Cty/listings/94277/00024679.html,"$297,110",4/12/2016,improved real property 11659,5cb0eca2737ae134b821f091,3,4,38.700141,-77.403583,Manassas,5cb0e94a737ae134b821ef1d,Manassas,"$548,076",52005755,VA,6650 Deep Hollow Ln,20112,1095,"$267,399","-$280,677"
57,5cb0e825737ae134b821eec8,"18 E Market St, Leesburg, VA 20176",10:00 AM,http://classified.washingtontimes.com/category/405/Forclosure-Sales-VA/6.html,3/29/2019,33:57.3,"$20,000","Samuel I. White, PC, Law Firm, http://www.siwpc.com",http://classified.washingtontimes.com/category/405/Forclosure-Sales-VA/listings/94135/00025135.html,"$299,197",9/6/2012,"109 sexton court, sterling, va 20164",5cb0ec8c737ae134b821f03c,3.5,3,39.006736,-77.396943,Sterling,5cb0e825737ae134b821eec8,Sterling,"$467,242",12384095,VA,109 Sexton Ct,20164,2409,"$233,374","-$233,868"
259,5cb0eae6737ae134b821ef92,"4100 Chain Bridge Road, Fairfax, MD 20772",9:00 AM,http://classified.washingtontimes.com/category/358/Foreclosure-Sales-FFX-Cty/8.html,4/18/2019,45:42.6,"$29,920","BWW Law Group, LLC, http://www.bwwsales.com",http://classified.washingtontimes.com/category/358/Foreclosure-Sales-FFX-Cty/listings/94375/00025419.html,"$299,200",5/30/2007,"1530 spring gate drive, unit 9316, mclean, va 22102",5cb0ecc2737ae134b821f106,2,2,38.928359,-77.210733,McLean,5cb0eae6737ae134b821ef92,Mclean,"$435,200",64490311,VA,1530 Spring Gate Dr UNIT 9316,22102,4335,"$180,750","-$254,450"
271,5cb0eb10737ae134b821ef9e,"4100 Chain Bridge Road, Fairfax, MD 20772",9:00 AM,http://classified.washingtontimes.com/category/358/Foreclosure-Sales-FFX-Cty/9.html,5/2/2019,46:24.3,"$30,000","BWW Law Group, LLC, http://www.bwwsales.com",http://classified.washingtontimes.com/category/358/Foreclosure-Sales-FFX-Cty/listings/94669/00025607.html,"$300,000",6/30/2005,"6512 yadkin court, alexandria, va 22310",5cb0ecc6737ae134b821f112,3,3,38.775531,-77.154233,Franconia,5cb0eb10737ae134b821ef9e,Alexandria,"$360,262",51945075,VA,6512 Yadkin Ct,22310,5034,"$162,082","-$198,180"
112,5cb0e8e5737ae134b821eeff,"9311 Lee Ave, Manassas, VA 20110",9:00 AM,http://classified.washingtontimes.com/category/394/Foreclosure-Sales-PW-Cty/4.html,4/12/9311,37:09.1,"$30,000","BWW Law Group, LLC, http://www.bwwsales.com",http://classified.washingtontimes.com/category/394/Foreclosure-Sales-PW-Cty/listings/95351/00026284.html,"$300,000",7/29/2005,12505,5cb0ec9b737ae134b821f073,2.5,3,38.688078,-77.306338,Lake Ridge,5cb0e8e5737ae134b821eeff,Woodbridge,"$287,572",12488565,VA,3198 Harvard St,22192,5005,"$162,877","-$124,695"
190,5cb0e9f6737ae134b821ef4d,"4100 Chain Bridge Road, Fairfax, MD 20772",9:00 AM,http://classified.washingtontimes.com/category/358/Foreclosure-Sales-FFX-Cty.html,4/12/5419,41:42.4,"$30,000","BWW Law Group, LLC, http://www.bwwsales.com",http://classified.washingtontimes.com/category/358/Foreclosure-Sales-FFX-Cty/listings/94985/00026009.html,"$300,000",11/15/2005,"1312 yellow tavern court, herndon, va 20170",5cb0ecb0737ae134b821f0c1,3.5,4,38.999905,-77.37218,Herndon,5cb0e9f6737ae134b821ef4d,Herndon,"$581,729",51705408,VA,1312 Yellow Tavern Ct,20170,4896,"$165,863","-$415,866"
239,5cb0ea9f737ae134b821ef7e,"4100 Chain Bridge Road, Fairfax, MD 20772",1:00 PM,http://classified.washingtontimes.com/category/358/Foreclosure-Sales-FFX-Cty/6.html,4/15/2019,44:31.6,"$20,000","Samuel I. White, PC, Law Firm, http://www.siwpc.com",http://classified.washingtontimes.com/category/358/Foreclosure-Sales-FFX-Cty/listings/94819/00025865.html,"$300,645",8/12/2004,"9198 lake braddock drive, burke, va 22015",5cb0ecbd737ae134b821f0f2,4.5,5,38.799292,-77.260467,Burke,5cb0ea9f737ae134b821ef7e,Burke,"$732,392",51900843,VA,9198 Lake Braddock Dr,22015,5356,"$153,590","-$578,802"
95,5cb0e8aa737ae134b821eeee,"9311 Lee Ave, Manassas, VA 20110",9:00 AM,http://classified.washingtontimes.com/category/394/Foreclosure-Sales-PW-Cty/3.html,4/12/9311,36:10.7,"$30,122","BWW Law Group, LLC, http://www.bwwsales.com",http://classified.washingtontimes.com/category/394/Foreclosure-Sales-PW-Cty/listings/93764/00024655.html,"$301,217",1/6/2016,14603,5cb0ec96737ae134b821f062,3.5,4,38.588458,-77.314284,Princeton Woods,5cb0e8aa737ae134b821eeee,Dumfries,"$311,447",55713912,VA,3376 Vineland Pl,22026,1192,"$268,427","-$43,020"
258,5cb0eae3737ae134b821ef91,"4100 Chain Bridge Road, Fairfax, MD 20772",2:30 PM,http://classified.washingtontimes.com/category/358/Foreclosure-Sales-FFX-Cty/8.html,4/9/2019,45:39.2,"$30,200","Terra Abstract Virginia, Inc., http://www.terraabstract.com",http://classified.washingtontimes.com/category/358/Foreclosure-Sales-FFX-Cty/listings/94368/00025254.html,"$302,000",7/13/2012,10305,5cb0ecc2737ae134b821f105,0,0,38.915407,-77.211751,McLean,5cb0eae3737ae134b821ef91,McLean,0,2084960748,VA,1822 Fonthill Ct UNIT 22,22102,2464,"$234,043",0
276,5cb0eb21737ae134b821efa3,"4100 Chain Bridge Road, Fairfax, MD 20772",1:00 PM,http://classified.washingtontimes.com/category/358/Foreclosure-Sales-FFX-Cty/9.html,4/29/2019,46:41.8,"$20,000","Samuel I. White, PC, Law Firm, http://www.siwpc.com",http://classified.washingtontimes.com/category/358/Foreclosure-Sales-FFX-Cty/listings/95188/00026247.html,"$303,750",5/11/2007,"6039 liberty bell court, burke, va 22015",5cb0ecc8737ae134b821f117,2,3,38.78701,-77.263082,Burke,5cb0eb21737ae134b821efa3,Burke,"$429,924",51903894,VA,6039 Liberty Bell Ct,22015,4354,"$182,971","-$246,953"
123,5cb0e90a737ae134b821ef0a,"9311 Lee Ave, Manassas, VA 20110",9:00 AM,http://classified.washingtontimes.com/category/394/Foreclosure-Sales-PW-Cty/6.html,4/12/9311,37:46.6,"$30,490","BWW Law Group, LLC, http://www.bwwsales.com",http://classified.washingtontimes.com/category/394/Foreclosure-Sales-PW-Cty/listings/94620/00025608.html,"$304,900",5/9/2006,"1842 cedar cove way, #101, woodbridge, va 22191",5cb0ec9e737ae134b821f07e,4.5,4,38.619107,-77.340535,Woodbridge,5cb0e90a737ae134b821ef0a,Dumfries,"$516,091",65227141,VA,4324 Cogenbury Ct,22025,4721,"$173,445","-$342,646"
108,5cb0e8d7737ae134b821eefb,"9311 Lee Ave, Manassas, VA 20110",9:00 AM,http://classified.washingtontimes.com/category/394/Foreclosure-Sales-PW-Cty/4.html,4/12/9311,36:55.6,"$30,500","BWW Law Group, LLC, http://www.bwwsales.com",http://classified.washingtontimes.com/category/394/Foreclosure-Sales-PW-Cty/listings/95070/00026062.html,"$305,000",6/10/2017,15802,5cb0ec9a737ae134b821f06f,3,4,38.542431,-77.325428,Triangle,5cb0e8d7737ae134b821eefb,Triangle,"$446,602",61213308,VA,3781 Katie Pl,22172,671,"$286,310","-$160,292"
